Well ,mTVDSS,WELL,mTVDSS,ANGLE_FAIL.DEG                  :  Fail Angle,BRIT_IND.                     :  Brittleness Index,CS   .M/MIN                 :  Compressive Strength,DTCO .US/F                 :  Compressional slowness,DTSM .US/F                 :  Fast Shear Slowness,IP   .RAYL/M2                 :  P Impedence,IS   .RAYL/M2                 :  S Impedance,KBULK.                     :  Bulk Mudulus,LAMRHO.                     :  ,MU   .CP                   :  Mu,PR   .                     :  Poisson's ratio,PRESS_OB.PSI                  :  Over-burden Pressure,PRESS_SHMAX.PSI                  :  Horizontal Stress (Max),PRESS_SHMIN.PSI                  :  Horizontal Stress (Min),PR_STAT.                     :  Poisson's ratio (Static),PZS  .PSI                  :  Processed Zone Stress,STRESS_CUM.PSI                  :  Cumulative stress (SHPZ),UCS_BF.PSI                  :  Uniaxial Compressive Strength (BF),VP   .FT/S                 :  Compressional velocity,VPVS .                     :  Vp / Vs ratio,VS   .FT/S                 :  Shear velocity,YM   .                     :  Youngs' Modulus,YM_STAT.                     :  Youngs' Modulus (Static),PRESS_PP.PSI                  :  Pore Pressure,Well Block Pressure (psi),Depletion_Type
97,,Raag-97,3496.982508,44.199,81.417,1410.358,54.391,97.388,14626.143,8168.641,30.831,80.471,25.566,0.273,12384.632,12624.46,7588.071,0.246,3065.169,14506.479,4438.7,18385.363,1.79,10268.151,9.443,6.893,5358.774,5522.688965,
97,,Raag-97,3502.227551,43.64,69.799,1383.105,55.883,102.807,13614.667,7400.629,30.375,75.82,21.941,0.29,12405.906,12636.711,7789.817,0.261,2554.201,13888.036,3726.773,17894.361,1.84,9726.975,8.212,5.699,5359.096,5529.859863,
97,,Raag-97,3507.476165,43.174,70.444,1360.772,57.148,103.576,13406.085,7396.803,27.968,70.298,21.767,0.281,12420.498,12657.118,7688.089,0.253,3079.289,14734.757,3658.619,17498.447,1.812,9654.763,8.089,5.584,5359.302,5537.077637,
97,,Raag-97,3512.728351,43.174,70.444,1360.772,57.148,103.576,13406.085,7396.803,27.968,70.298,21.767,0.281,12420.498,12657.118,7688.089,0.253,3079.289,14734.757,3658.619,17498.447,1.812,9654.763,8.089,5.584,5359.302,5544.368652,
97,,Raag-97,3517.983811,43.174,70.444,1360.772,57.148,103.576,13406.085,7396.803,27.968,70.298,21.767,0.281,12420.498,12657.118,7688.089,0.253,3079.289,14734.757,3658.619,17498.447,1.812,9654.763,8.089,5.584,5359.302,5551.524902,
97,,Raag-97,3522.699646,43.174,70.444,1360.772,57.148,103.576,13406.085,7396.803,27.968,70.298,21.767,0.281,12420.498,12657.118,7688.089,0.253,3079.289,14734.757,3658.619,17498.447,1.812,9654.763,8.089,5.584,5359.302,5557.946289,
99,,Raag-99,2631.104929,30.23,12.734,845.173,100.659,217.698,7587.373,3508.257,13.151,32.953,4.912,0.364,9027.7,9133.706,6907.576,0.328,2981.262,12977.675,921.666,9934.481,2.163,4593.516,1.944,0.992,4989.604,1823.166992,
99,,Raag-99,2636.037448,30.88,16.511,867.356,98.043,204.753,7781.96,3726.254,13.099,32.789,5.547,0.351,9046.073,9157.638,6814.781,0.316,2889.729,12609.02,1000.58,10199.658,2.088,4883.926,2.174,1.124,4993.448,1823.91919,
99,,Raag-99,2640.972646,30.105,13.547,840.911,101.172,216.24,7535.479,3525.616,12.763,31.924,4.97,0.36,9064.453,9172.923,6895.052,0.324,3033.896,13057.896,927.346,9884.138,2.137,4624.481,1.96,1.001,4997.272,1824.620483,
99,,Raag-99,2645.910522,29.709,13.012,827.568,102.799,219.703,7361.45,3444.41,12.27,30.463,4.779,0.36,9083.412,9192.289,6905.889,0.324,3019.123,13050.023,901.926,9727.74,2.137,4551.593,1.885,0.959,5001.195,1825.322266,
99,,Raag-99,2650.851077,30.842,18.727,866.043,98.195,200.026,7733.901,3796.653,12.436,30.984,5.785,0.341,9101.804,9218.552,6766.859,0.307,2853.963,12441.646,1027.201,10183.808,2.037,4999.337,2.251,1.169,5004.979,1746.790405,
99,,Raag-99,2655.730913,30.982,15.039,870.849,97.638,207.469,7784.316,3663.426,13.536,33.754,5.382,0.358,9120.202,9230.701,6910.215,0.322,3000.765,13021.96,981.774,10241.883,2.125,4819.997,2.12,1.093,5008.743,1747.773682,
99,,Raag-99,2660.607177,38.414,37.247,1150.125,71.186,140.384,10641.756,5396.212,22.133,55.009,11.716,0.327,9138.606,9261.636,6678.019,0.294,2750.68,12057.397,1904.053,14047.707,1.972,7123.298,4.51,2.64,5012.486,1748.435303,
99,,Raag-99,2665.545053,33.709,38.556,967.614,87.232,156.866,8770.919,4877.422,11.693,29.351,9.477,0.276,9157.592,9299.395,6321.525,0.249,2787.618,11418.287,1493.331,11463.724,1.798,6374.863,3.508,1.951,5016.326,1860.272949,
99,,Raag-99,2670.486204,29.22,8.998,811.251,104.832,234.31,7208.825,3225.291,12.569,31.162,4.196,0.375,9176.008,9280.405,7088.05,0.337,2943.039,13262.179,831.592,9539.035,2.235,4267.849,1.673,0.841,5020.029,1860.990601,
99,,Raag-99,2675.431521,30.14,13.493,842.089,101.03,215.811,7469.886,3496.959,12.658,31.342,4.939,0.36,9194.43,9305.699,6969.05,0.324,2695.406,12528.912,923.162,9898.041,2.136,4633.678,1.948,0.994,5023.712,1861.709351,
99,,Raag-99,2680.380708,29.463,13.973,819.343,103.818,218.927,7340.843,3481.107,11.859,29.652,4.846,0.355,9213.435,9327.085,6940.424,0.319,3058.884,13198.616,908.628,9632.269,2.109,4567.726,1.905,0.97,5027.49,1862.428711,
99,,Raag-99,2685.333466,30.969,17.643,870.408,97.689,202.124,7888.345,3812.545,13.114,33.155,5.749,0.348,9231.869,9348.936,6890.515,0.313,2879.814,12740.658,1026.007,10236.546,2.069,4947.463,2.247,1.167,5031.132,2110.265869,
99,,Raag-99,2690.290094,33.021,24.863,942.634,89.778,178.25,8573.325,4318.043,14.34,36.211,7.384,0.33,9250.886,9375.407,6760.458,0.297,2708.392,12137.698,1241.95,11138.636,1.986,5610.088,2.849,1.529,5034.868,2094.043213,
99,,Raag-99,2695.250591,35.752,56.517,1044.184,79.982,132.514,9330.927,5631.908,9.65,23.629,12.954,0.213,9269.333,9434.245,5971.086,0.192,1479.609,8101.389,1925.525,12502.767,1.657,7546.349,4.56,2.676,5038.47,2084.040772,
99,,Raag-99,2700.214064,34.961,35.219,1014.096,82.735,155.424,9257.938,4928.161,14.778,37.136,9.665,0.302,9288.362,9424.337,6568.858,0.272,1722.583,9782.882,1549.698,12086.783,1.879,6434.004,3.651,2.046,5042.164,2084.855713,
99,,Raag-99,2705.181407,35.02,32.196,1016.307,82.529,159.8,9550.633,4932.417,16.457,42.557,9.408,0.318,9307.399,9437.874,6697.903,0.286,2697.626,11991.059,1528.398,12117.011,1.936,6257.822,3.597,2.01,5045.836,2101.470459,
99,,Raag-99,2710.152023,31.569,22.052,891.184,95.326,190.579,8170.65,4086.903,13.053,33.354,6.536,0.333,9325.864,9450.909,6824.973,0.3,3026.157,12902.261,1125.096,10490.306,1.999,5247.179,2.528,1.333,5049.376,2110.27002,
99,,Raag-99,2715.205385,29.584,12.979,823.397,103.314,221.572,7539.277,3515.39,12.571,32.125,4.836,0.361,9344.914,9458.741,7068.358,0.325,3071.724,13480.164,910.119,9679.239,2.145,4513.206,1.909,0.972,5053.007,2109.074219,
99,,Raag-99,2718.700294,36.386,33.433,1068.756,77.822,153.292,10204.372,5180.434,19.366,50.455,10.301,0.326,9358.193,9486.638,6789.307,0.294,2701.164,12180.942,1675.57,12849.919,1.97,6523.494,3.963,2.257,5055.524,2109.655273,
99,,Raag-99,2719.816153,36.319,32.981,1066.138,78.048,154.367,10253.559,5184.215,19.57,51.383,10.236,0.328,9362.814,9490.613,6806.824,0.295,2873.544,12560.735,1667.777,12812.611,1.978,6478.077,3.944,2.244,5056.398,2109.84082,
99,,Raag-99,2722.485106,37.36,27.292,1107.276,74.584,158.19,10680.098,5035.498,24.241,63.352,9.702,0.357,9372.633,9488.698,7051.305,0.321,2424.374,12151.356,1617.187,13407.684,2.121,6321.512,3.819,2.159,5058.249,2110.284912,
99,,Raag-99,2727.447984,31.243,22.288,879.857,96.605,191.787,8052.747,4056.271,12.514,31.94,6.447,0.33,9391.697,9519.557,6834.52,0.297,2820.965,12510.971,1110.554,10351.388,1.985,5214.126,2.487,1.309,5061.828,2111.110596,
99,,Raag-99,2732.412946,37.274,47.739,1103.845,74.865,135.146,10469.909,5799.885,16.465,42.342,13.081,0.279,9410.19,9557.899,6456.01,0.251,1831.747,9775.514,2052.327,13357.341,1.805,7399.399,4.852,2.889,5065.277,2111.937256,
99,,Raag-99,2737.381181,38.007,57.41,1133.438,72.485,125.146,10736.016,6218.341,14.855,37.926,15.145,0.248,9429.268,9588.181,6251.007,0.223,2499.442,10700.898,2335.856,13795.996,1.726,7990.692,5.481,3.365,5068.814,2112.764648,
99,,Raag-99,2742.064574,37.343,46.309,1106.602,74.639,136.156,10501.569,5756.851,17.11,44,12.887,0.285,9447.195,9593.542,6520.265,0.257,2461.629,11163.788,2031.617,13397.786,1.824,7344.527,4.804,2.854,5072.116,2113.544922,
99,,Raag-99,2744.799604,37.812,53.192,1125.505,73.113,129.042,10731.912,6080.513,16.016,41.229,14.362,0.264,9457.608,9611.9,6371.761,0.237,1918.182,9779.888,2236.723,13677.44,1.765,7749.396,5.264,3.198,5074.025,2114.000977,
99,,Raag-99,2746.613135,39.849,55.321,1210.534,66.732,122.654,12203.159,6639.325,22.74,60.756,16.499,0.29,9463.971,9609.014,6563.119,0.261,2226.479,10779.197,2663.517,14985.292,1.838,8152.989,6.173,3.914,5075.189,5046.301758,
99,,Raag-99,2747.373907,40.413,51.856,1234.936,65.037,123.763,12497.261,6567.269,26.222,69.924,16.174,0.309,9466.864,9604.594,6712.274,0.278,1865.815,10356.177,2648.83,15375.815,1.903,8079.94,6.143,3.89,5075.717,5046.639648,
99,,Raag-99,2749.331794,40.285,52.656,1229.378,65.418,123.593,12471.292,6601.114,25.548,68.384,16.279,0.305,9474.387,9613.797,6686.177,0.275,2249.535,11071.423,2659.489,15286.266,1.889,8091.093,6.164,3.908,5077.087,5047.511231,
99,,Raag-99,2752.466259,42.28,60.524,1318.803,59.63,114.259,14032.622,7323.365,32.657,89.651,19.536,0.313,9486.54,9623.281,6751.711,0.282,2904.191,12511.805,3306.965,16770.166,1.916,8752.038,7.44,4.994,5079.295,5048.905273,
99,,Raag-99,2755.576913,42.071,69.877,1309.164,60.22,108.45,13690.916,7602.256,26.563,71.853,21.366,0.277,9498.117,9648.609,6488.273,0.249,2648.332,11473.211,3562.902,16605.779,1.801,9220.814,7.915,5.424,5081.389,5050.290527,
99,,Raag-99,2759.259932,35.096,25.77,1019.206,82.259,168.82,9645.359,4699.773,18.769,48.857,8.485,0.344,9512.012,9636.662,7019.01,0.31,1867.718,10973.455,1415.74,12156.724,2.052,5923.455,3.309,1.821,5083.892,4045.699463,
99,,Raag-99,2763.486742,44.885,87.599,1444.542,52.594,96.861,16753.289,9096.753,39.84,115.171,28.625,0.291,9528.228,9674.246,6607.886,0.262,2812.308,12040.387,5232.847,19013.539,1.842,10324.03,10.719,8.226,5086.797,4047.104981,
99,,Raag-99,2767.836478,44.828,79.385,1441.681,52.741,100.465,16539.594,8682.882,42.898,122.773,26.343,0.31,9545.027,9684.279,6759.976,0.279,2950.254,12620.46,4783.56,18960.438,1.905,9953.765,10.009,7.472,5089.791,4048.552246,
99,,Raag-99,2772.782688,37.497,37.652,1112.805,74.134,145.06,10870.114,5555.231,21.347,56.438,11.673,0.323,9563.571,9698.207,6870.869,0.291,1496.771,9935.28,1891.562,13489.104,1.957,6893.681,4.48,2.619,5093.075,4050.198242,
99,,Raag-99,2778.036958,-999.25,93.039,-999.25,-999.25,103.99,-999.25,6492.568,-999.25,-999.25,19.03,0.046,9583.86,9803.111,5198.842,0.042,1278.799,6155.282,2473.929,-999.25,1.45,9616.318,5.777,3.596,5096.644,5060.296875,
99,,Raag-99,2783.158181,36.656,30.078,1079.33,76.915,156.573,10305.134,5062.306,21.128,54.942,9.855,0.341,9602.997,9731.154,7039.859,0.307,1159.62,9598.958,1622.808,13001.382,2.036,6386.814,3.833,2.168,5099.987,5062.580078,
99,,Raag-99,2788.382389,34.342,35.819,990.94,84.937,158.393,9364.79,5021.804,14.279,37.262,9.664,0.298,9623.299,9769.485,6699.58,0.268,1710.449,10020.058,1544.982,11773.433,1.865,6313.422,3.639,2.038,5103.509,5064.90918,
99,,Raag-99,2794.438207,44.554,71.887,1427.955,53.456,104.069,15989.23,8213.031,43.06,120.748,24.055,0.321,9645.931,9783.313,6898.301,0.289,2813.543,12623.686,4303.403,18707.01,1.947,9609.046,9.216,6.666,5107.406,5067.609375,
99,,Raag-99,2800.300856,36.916,31.874,1089.589,76.048,151.797,9994.918,5007.346,19.95,49.751,10.055,0.332,9668.572,9801.922,7001.598,0.299,958.554,9120.304,1644.214,13149.521,1.996,6587.768,3.886,2.204,5111.273,5070.233887,
99,,Raag-99,2805.237244,31.859,28.561,901.352,94.196,178.029,8149.534,4311.951,11.605,29.229,7.382,0.306,9687.156,9832.121,6787.861,0.275,988.575,8752.874,1222.467,10616.173,1.89,5617.06,2.796,1.496,5114.423,5072.4375,
99,,Raag-99,2810.338526,41.866,65.476,1299.782,60.802,111.899,13739.058,7465.335,28.204,77.299,20.335,0.291,9706.909,9858.083,6683.431,0.261,2540.56,11647.982,3398.933,16446.801,1.84,8936.63,7.612,5.149,5117.749,4933.237305,
99,,Raag-99,2815.609165,41.635,66.15,1289.3,61.461,112.092,13636.771,7477.181,26.964,74.145,20.332,0.285,9726.667,9880.491,6650.174,0.257,2600.058,11700.464,3381.074,16270.401,1.824,8921.228,7.579,5.119,5121.053,4935.522461,
99,,Raag-99,2819.413324,36.813,45.411,1085.53,76.39,139.397,10482.902,5744.649,16.705,43.889,12.561,0.285,9741.2,9895.449,6656.232,0.257,3031.51,12575.484,1978.935,13090.77,1.825,7173.766,4.684,2.766,5123.467,4939.407715,
99,,Raag-99,2821.337876,40.366,58.886,1232.865,65.179,119.242,12665.615,6923.151,23.836,64.558,17.697,0.287,9748.758,9902.513,6673.668,0.258,2688.952,11925.241,2877.432,15342.412,1.829,8386.314,6.606,4.274,5124.718,4942.97168,
99,,Raag-99,2822.803761,37.651,47.985,1118.995,73.634,134.291,10854.977,5951.974,17.915,46.978,13.509,0.285,9753.991,9908.709,6659.631,0.257,2582.129,11683.522,2133.828,13580.683,1.824,7446.526,5.036,3.026,5125.582,4940.229981,
99,,Raag-99,2825.862625,40.302,49.167,1230.093,65.369,125.593,12214.472,6357.439,26.096,68.359,15.429,0.314,9765.623,9908.936,6899.357,0.283,2482.338,11963.391,2523.697,15297.77,1.921,7962.247,5.882,3.68,5127.496,4941.558106,
99,,Raag-99,2830.646918,36.47,35.25,1072.033,77.539,152.18,10653.067,5427.958,20.133,54.562,10.872,0.325,9784.238,9923.701,6994.974,0.292,2736.847,12663.642,1763.921,12896.735,1.963,6571.153,4.178,2.405,5130.542,4943.635742,
99,,Raag-99,2835.437164,37.799,53.073,1124.974,73.155,128.98,10652.659,6042.01,15.828,40.467,14.278,0.263,9802.278,9966.711,6513.615,0.237,1201.106,8629.442,2221.362,13669.529,1.763,7753.128,5.231,3.173,5133.475,4945.717773,
99,,Raag-99,2840.233363,40.196,40.441,1225.469,65.688,134.638,12427.432,6063.156,30.213,80.917,13.726,0.344,9820.905,9952.778,7183.445,0.309,2044.171,11655.232,2275.95,15223.504,2.05,7427.318,5.351,3.264,5136.481,4947.802734,
99,,Raag-99,2845.035812,43.701,77.17,1386.078,55.718,101.119,14653.064,8074.06,31.483,84.331,24.337,0.282,9838.957,9996.968,6678.727,0.254,2771.765,12100.984,4205.903,17947.488,1.815,9889.338,9.05,6.503,5139.376,3925.080811,
99,,Raag-99,2849.843322,42.768,66.636,1341.548,58.267,109.138,14240.842,7602.966,32.028,87.191,21.233,0.301,9857.596,10008.75,6834.524,0.271,2704.68,12278.408,3615.505,17162.315,1.873,9162.694,8.011,5.512,5142.343,3892.562744,
99,,Raag-99,2854.657081,41.635,50.437,1289.292,61.462,120.056,12537.371,6418.422,29.585,74.793,16.295,0.322,9875.66,10018.256,7023.75,0.29,1459.857,10167.214,2701.561,16270.269,1.953,8329.453,6.251,3.978,5145.199,3894.106445,
99,,Raag-99,2859.476793,46.691,64.659,1538.594,48.047,104.814,17559.453,8049.385,64.577,178.749,23.408,0.367,9894.31,10016.694,7446.634,0.33,2867.687,13828.643,4342.416,20812.824,2.182,9540.756,9.282,6.732,5148.128,3895.652832,
99,,Raag-99,2864.302459,43.31,53.505,1367.263,56.776,115.822,14206.95,6964.327,39.614,104.834,18.328,0.342,9912.969,10047.781,7216.71,0.308,1076.491,9786.402,3146.41,17612.92,2.04,8633.953,7.134,4.725,5151.036,5098.973145,
99,,Raag-99,2869.134375,40.402,58.614,1234.459,65.07,119.208,12635.807,6897.267,23.918,64.519,17.636,0.288,9931.048,10089.478,6762.452,0.259,1583.877,9892.658,2868.163,15368.112,1.832,8388.699,6.588,4.258,5153.834,5101.151856,
99,,Raag-99,2873.971945,40.888,45.83,1255.81,63.632,127.958,12890.537,6410.356,31.206,83.981,15.27,0.336,9949.718,10088.264,7178.811,0.302,1469.547,10496.718,2540.172,15715.289,2.011,7815.083,5.916,3.708,5156.703,5103.334473,
99,,Raag-99,2878.814576,39.527,40.573,1196.731,67.717,135.807,11894.724,5930.996,26.917,71.131,13.311,0.335,9968.394,10107.963,7176.989,0.301,1760.697,11075.373,2186.418,14767.406,2.006,7363.385,5.153,3.114,5159.552,5105.520996,
99,,Raag-99,2883.66316,38.401,48.522,1149.613,71.225,130.818,10982.874,5979.751,19.135,49.109,13.932,0.289,9987.074,10146.507,6798.419,0.26,1575.429,9947.696,2212.462,14039.935,1.837,7644.202,5.211,3.158,5162.381,2785.56958,
99,,Raag-99,2888.517399,39.407,45.549,1191.628,68.086,131.323,11800.076,6117.875,24.426,64.385,14.2,0.316,10005.762,10154.398,7033.025,0.285,2339.634,11945.317,2308.416,14687.393,1.929,7614.836,5.421,3.319,5165.19,2786.666748,
99,,Raag-99,2893.377293,39.095,50.386,1178.485,69.048,127.949,11587.225,6253.07,21.358,56.062,14.896,0.295,10023.871,10182.153,6858.231,0.265,2363.123,11642.709,2388.162,14482.7,1.853,7815.621,5.594,3.453,5167.893,2787.765381,
99,,Raag-99,2896.163517,41.456,54.132,1281.217,61.976,120.347,13422.489,6912.321,30.999,84.603,17.507,0.32,10034.973,10182.819,7078.049,0.288,2302.892,11961.881,2924.965,16135.252,1.942,8309.341,6.701,4.353,5169.539,2788.395264,
99,,Raag-99,2898.828601,44.656,65.3,1433.047,53.189,107.294,15880.626,7872.547,46.275,128.24,22.364,0.337,10044.908,10184.952,7244.034,0.303,2584.203,12856.473,3987.711,18800.773,2.017,9320.16,8.674,6.136,5171.007,2788.997803,
99,,Raag-99,2903.598905,38.397,44.885,1149.432,71.239,136.848,11946.849,6219.183,23.411,65.371,13.852,0.314,10063.614,10214.649,7042.917,0.283,1748.136,10782.104,2243.967,14037.195,1.921,7307.355,5.28,3.211,5173.754,2790.077393,
99,,Raag-99,2908.520709,42.334,57.517,1321.291,59.479,116.902,14334.522,7293.259,35.426,99.095,19.016,0.325,10082.327,10228.739,7154.084,0.293,3029.939,13568.047,3238.844,16812.769,1.965,8554.166,7.311,4.88,5176.481,2791.191406,
99,,Raag-99,2913.445191,42.691,67.623,1337.941,58.48,110.063,14760.67,7842.87,33.494,94.856,21.719,0.303,10101.045,10257.577,6970.4,0.273,2731.494,12603.788,3726.187,17099.717,1.882,9085.689,8.211,5.698,5179.188,2792.306397,
99,,Raag-99,2918.37384,40.872,65.386,1255.099,63.679,114.445,13229.86,7361.379,24.113,66.649,19.605,0.276,10120.355,10288.906,6749.322,0.248,3077.47,12853.582,3209.872,15703.641,1.797,8737.844,7.255,4.831,5181.958,3254.602295,
99,,Raag-99,2923.304871,38.773,46.151,1164.99,70.055,134.576,12143.87,6321.578,24.201,67.549,14.318,0.314,10139.086,10292.068,7079.429,0.283,2714.464,12787.784,2325.251,14274.579,1.921,7430.734,5.458,3.347,5184.625,3255.92041,
99,,Raag-99,2928.239175,38.484,44.993,1153.011,70.965,131.733,10380.486,5591.98,18.708,45.214,12.939,0.296,10157.823,10319.386,6926.572,0.266,1839.975,10733.093,2057.113,14091.554,1.856,7591.135,4.862,2.897,5187.271,4026.904053,
99,,Raag-99,2933.177052,39.653,50.597,1202.116,67.33,123.817,11016.117,5990.456,20.376,49.584,14.747,0.29,10177.151,10341.541,6889.369,0.261,2797.251,12573.24,2353.214,14852.154,1.839,8076.455,5.519,3.394,5189.98,4028.539795,
99,,Raag-99,2938.118202,40.544,61.002,1240.647,64.649,113.876,11369.282,6454.453,19.051,45.941,17.276,0.262,10195.9,10372.116,6671.583,0.236,2078.736,10700.64,2738.057,15468.19,1.762,8781.442,6.325,4.04,5192.586,4030.17749,
99,,Raag-99,2943.062329,40.508,61.414,1239.107,64.753,118.11,13115.968,7190.744,24.625,68.615,18.557,0.285,10215.066,10382.512,6866.163,0.257,2737.749,12407.825,3035.028,15443.253,1.824,8466.662,6.918,4.538,5195.229,2800.260742,
99,,Raag-99,2948.010325,40.181,63.191,1224.821,65.733,117.16,12681.374,7114.917,21.783,59.573,18.51,0.27,10233.829,10407.912,6752.165,0.243,2621.53,11947.39,2985.55,15213.104,1.782,8535.351,6.821,4.455,5197.794,2801.383789,
99,,Raag-99,2952.960999,37.809,58.6,1125.377,73.123,126.832,11393.22,6568.604,15.919,43.512,15.786,0.251,10253.183,10435.526,6606.299,0.226,2881.42,12175.439,2451.23,13675.532,1.734,7884.439,5.729,3.558,5200.419,2802.508545,
99,,Raag-99,2956.003195,43.447,49.759,1373.823,56.404,121.311,15342.728,7133.679,47.062,133.62,17.924,0.362,10264.916,10398.023,7602.758,0.326,2892.92,14191.356,3119.503,17729.113,2.151,8243.241,7.082,4.68,5201.999,2803.199951,
99,,Raag-99,2957.428304,42.106,53.311,1310.806,60.119,120.628,14236.378,7095.164,36.322,101.992,17.928,0.335,10270.195,10416.946,7335.182,0.301,2652.579,13175.522,3047.169,16633.705,2.006,8289.949,6.941,4.558,5202.708,2803.523682,
99,,Raag-99,2959.517749,39.969,46.063,1215.685,66.37,129.828,12275.813,6275.516,26.91,71.931,14.733,0.323,10278.411,10430.929,7228.051,0.291,2144.88,11945.862,2416.53,15067.163,1.956,7702.481,5.655,3.5,5203.807,2803.998779,
99,,Raag-99,2962.537324,41.916,37.411,1302.063,60.66,134.976,13895.004,6244.607,41.616,115.081,14.101,0.373,10290.149,10417.982,7733.482,0.336,1889.493,12445.95,2399.504,16485.356,2.225,7408.746,5.618,3.471,5205.37,2804.684815,
99,,Raag-99,2966.956709,40.152,41.894,1223.586,65.818,133.667,12520.259,6165.066,29.864,80.741,14.058,0.34,10307.173,10452.412,7402.384,0.306,1969.752,11944.272,2328.188,15193.319,2.031,7481.301,5.464,3.352,5207.624,2805.690186,
99,,Raag-99,2972.02644,41.53,59.733,1284.549,61.763,116.719,13679.462,7238.644,29.702,82.332,18.903,0.306,10326.551,10488.247,7092.631,0.275,3041.412,13468.087,3159.377,16190.871,1.89,8567.585,7.159,4.747,5210.168,3500.64917,
99,,Raag-99,2976.907169,37.343,38.783,1106.598,74.639,145.766,11241.902,5756.434,21.834,60.107,12.037,0.322,10345.349,10500.012,7252.085,0.29,2867.497,13439.164,1950.141,13397.731,1.953,6860.329,4.617,2.717,5212.614,3502.060791,
99,,Raag-99,2981.792958,41.636,38.462,1289.317,61.46,134.093,13592.468,6229.964,39.087,107.13,14.161,0.367,10364.152,10496.998,7707.235,0.33,2150.688,12915.847,2398.251,16270.692,2.182,7457.499,5.615,3.469,5215.041,3316.323486,
99,,Raag-99,2986.683807,40.031,69.568,1218.368,66.182,113.209,12387.835,7241.91,18.056,48.568,19.498,0.24,10382.962,10573.409,6574.016,0.216,1792.634,9933.301,3085.288,15109.916,1.711,8833.235,7.016,4.622,5217.448,3324.74585,
99,,Raag-99,2991.57912,39.42,57.409,1192.203,68.044,124.556,12836.344,7012.393,23.18,66.424,17.16,0.287,10401.777,10573.635,6964.629,0.259,2301.34,11731.939,2778.667,14696.395,1.831,8028.523,6.408,4.108,5219.835,3326.08374,
99,,Raag-99,2996.479791,40.105,56.481,1221.54,65.96,120.332,12034.102,6596.56,22.191,57.79,16.709,0.285,10420.599,10593.904,6954.497,0.257,1777.228,10663.449,2691.084,15160.588,1.824,8310.362,6.229,3.961,5222.202,3381.15332,
99,,Raag-99,3001.385522,42.44,77.022,1326.218,59.181,104.651,14282.325,8076.72,26.511,73.518,23.524,0.265,10440.016,10622.331,6793.706,0.238,1832.187,10451.786,3963.266,16897.342,1.768,9555.524,8.631,6.096,5224.621,3382.518311,
99,,Raag-99,3006.295718,43.223,58.481,1363.083,57.015,116.31,15660.431,7676.748,43.485,127.384,20.117,0.342,10458.85,10606.714,7501.564,0.308,2732.394,13667.916,3516.692,17539.152,2.04,8597.698,7.83,5.346,5226.947,3398.010742,
99,,Raag-99,3011.210973,41.171,59.849,1268.422,62.803,118.812,13991.713,7395.88,29.959,86.37,18.973,0.306,10477.69,10643.227,7166.95,0.276,2389.715,12313.33,3174.92,15922.832,1.892,8416.651,7.189,4.773,5229.254,3399.387451,
99,,Raag-99,3016.130991,40.262,56.138,1228.361,65.488,122.425,12978.815,6942.692,25.837,72.048,17.285,0.3,10496.536,10665.62,7114.856,0.27,2625.201,12680.116,2832.341,15269.928,1.869,8168.266,6.516,4.198,5231.54,3672.92627,
99,,Raag-99,3021.055473,42.434,66.482,1325.974,59.196,111.635,14744.405,7818.4,33.226,95.143,21.347,0.304,10515.978,10683.293,7169.654,0.274,1946.745,11432.798,3651.875,16893.146,1.886,8957.797,8.077,5.573,5233.877,3684.310303,
99,,Raag-99,3025.985313,42.776,44.263,1341.953,58.243,122.627,13220.213,6279.119,37.97,95.919,15.607,0.354,10534.837,10678.219,7667.2,0.319,2474.766,13483.932,2643.535,17169.356,2.105,8154.817,6.131,3.881,5236.122,3688.670654,
99,,Raag-99,3030.919618,40.27,69.071,1228.714,65.464,109.585,11081.656,6619.936,14.771,35.156,18.413,0.223,10553.7,10756.56,6496.479,0.2,1211.088,8615.135,2839.166,15275.596,1.674,9125.303,6.53,4.209,5238.347,3690.171631,
99,,Raag-99,3035.858387,40.797,60.52,1251.82,63.898,113.661,11560.445,6499.033,20.288,49.169,17.428,0.269,10573.161,10757.931,6877.763,0.242,1224.8,9405.127,2782.319,15650.015,1.779,8798.101,6.415,4.114,5240.622,3658.580811,
99,,Raag-99,3040.801918,41.689,60.905,1291.754,61.306,111.68,12233.196,6715.337,24.165,59.46,18.328,0.284,10592.038,10770.652,7019.74,0.256,2188.039,11615.559,2989.334,16311.591,1.822,8954.147,6.828,4.461,5242.807,3660.071289,
99,,Raag-99,3045.750807,40.904,62.713,1256.52,63.585,113.05,12032,6767.435,21.184,53.173,18.246,0.269,10611.512,10797.565,6890.457,0.242,2306.416,11593.746,2931.791,15726.931,1.778,8845.659,6.715,4.365,5245.04,3661.563965,
99,,Raag-99,3050.704161,40.018,68.327,1217.77,66.224,110.741,10980.228,6566.22,14.392,34.335,18.073,0.222,10630.4,10836.168,6515.057,0.199,1799.381,9828.874,2777.012,15100.38,1.672,9030.087,6.404,4.105,5247.183,3663.058594,
99,,Raag-99,3055.661979,39.783,60.364,1207.675,66.934,115.965,10824.978,6248.147,16.449,39.102,16.422,0.25,10649.888,10844.921,6749.223,0.225,1889.523,10477.491,2558.911,14939.978,1.732,8623.314,5.956,3.739,5249.374,3664.55542,
