Frac Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petrophysical Details,,,,,,,Depth Details,,,,,,,,First PLT Details,,,,,,,,,,,,Second PLT Details,,,,,,,,,,,PLT Details (2021-22),,,,,,,,,,
Campaign,Well,Pad,Stage,Date of Frac,Formation,No. of Clusters,Total Holes,Max Injection Rate,Pre-Frac BH ISIP Grad,MF BH ISIP Grad,Design Proppant ,100 Mesh,40-70,20-40,16-30,Actual Proppant,Max PPA,Clean Volume,Slurry Volume,Total XL Fluid,Max HHP,Frac Pumped,Refrac,SRT,SDT,DFIT / MFO,MinFrac / Datafrac,Temp Survey,DFIT Signature (PDL/HR/Normal/Other),Transmissibility (if ACA for DFIT done),Flush called @ PPA,Remarks,Net Pay (m),Net Pay fraction (%),Stage Kh (mDM),Stage Kh fraction (%),Stage Permeability (MD),Proppant per Net pay (Actual),Remarks_2,Top of Topmost clstr (mMD),Bot of Botmost clstr (mMD),Spread of Stage,Top of Topmost clstr (mTVD),Bot of Botmost clstr (mTVD),Topmost Cluster (mTVDSS),Topmost Cluster (Northing),Topmost Cluster (Easting),Date of PLT/FGS,Water (bpd),Water Contri (%),Oil (bpd),Oil Contri (%),Gas (MSCFD),Gas Contri (%),BHP (psia),Reservoir Pressure (psia),Gas PI (SCFD/psi),No. of Contributing Clusters (during 1st PLT),First PLT Remark,Date of PLT/FGS_2,Water_2 (bpd),Water Contri_2 (%),Oil_2 (bpd),Oil Contri_2 (%),Gas_2 (MSCFD),Gas Contri_2 (%),BHP_2 (psia),Reservoir Pressure_2 (psia),Gas PI_2 (SCFD/psi),Secod PLT Remark,Date of PLT/FGS_3,Water_3 (bpd),Water Contri_3 (%),Oil_3 (bpd),Oil Contri_3 (%),Gas_3 (MSCFD),Gas Contri_3 (%),BHP_3 (psia),Reservoir Pressure_3 (psia),Gas PI_3 (SCFD/psi),PLT (2021-22) Remark
27-W,Raag-93,5,4,08/Aug/2022,T1 Base,4,28,25.1,0.72,0.72,"266,000",0,0,"171,466 ","95,770 ","267,236 ",7.0,2401,2664,2135,,Yes,No,Yes,Yes,No,No,Yes,,,,"Post SRT Temp Survey, additional cluster was added post temp survey",39.2,12%,8.4,15%,,"6,817",,3466.0,3509.6,43.6,3175.0,3218.6,3114.7,836591.1,2517602.1,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5220,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5220,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5220,#DIV/0!,
27-W,Raag-93,5,3,07/Aug/2022,Felsic,2,120,30.1,0.71,0.80,"309,699","6,256",0,"188,867 ","116,130 ","311,253 ",7.1,3359,3701,2887,,Yes,No,Yes,Yes,No,No,No,,,,,44.8,14%,7.0,12%,,"6,948",,3539.0,3554.0,15.0,3248.0,3263.0,3187.7,836591.2,2517602.0,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5249,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5249,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5249,#DIV/0!,
27-W,Raag-93,5,2,06/Aug/2022,Felsic,3,34,30.1,0.76,0.94,"265,198","6,255",0,"179,539 ","81,733 ","267,527 ",7.1,2964,3258,2494,,Yes,No,Yes,Yes,No,No,No,,,,,35.1,11%,4.4,8%,,"7,622",,3604.5,3675.0,70.5,3313.5,3384.0,3253.2,836591.0,2517602.0,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5275,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5275,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5275,#DIV/0!,
27-W,Raag-93,5,1,04/Aug/2022,Felsic,4,38,28.5,0.87,1.00,"308,622","6,516",0,"173,151 ","130,073 ","309,740 ",8.4,3059,3386,2691,,Yes,No,Yes,Yes,No,No,No,,,,,22.1,7%,3.6,6%,,"14,015",,3705.6,3755.8,50.2,3414.6,3464.8,3354.3,836591.7,2517602.1,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5316,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5316,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5316,#DIV/0!,
27-W,Raag-95,5,7,11/Aug/2022,Fatehgarh,4,30,32.1,0.81,0.85,"331,370","6,119",0,"172,245 ","155,611 ","333,975 ",8.0,3138,3504,2794,,Yes,No,Yes,Yes,No,No,No,,,,,40.8,17%,12.1,27%,,"8,186",,3139.0,3185.7,46.7,2929.0,2975.8,2870.6,836393.9,2517283.2,,4.8,3.43%,59.5,15.90%,952.1,17.14%,2468,5122,358.8,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5122,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5122,#DIV/0!,
27-W,Raag-95,5,6,10/Aug/2022,T1 Base + Fategarh,1,30,20.0,0.75,0.81,"123,820",0,0,"124,067 ",0 ,"124,067 ",5.0,1633,1769,1430,,Yes,No,Yes,Yes,No,No,No,,,,,17.1,7%,4.9,11%,,"7,255",,3205.0,3208.0,3.0,2994.0,2997.0,2935.6,836397.1,2517278.9,,0.9,0.64%,16.3,4.36%,243.1,4.38%,2493,5148,91.6,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5148,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5148,#DIV/0!,
27-W,Raag-95,5,5,09/Aug/2022,Felsic,2,90,25.2,0.68,0.79,"308,840","3,279",0,"177,844 ","128,864 ","309,987 ",8.0,2749,3089,2476,,Yes,No,Yes,Yes,No,No,No,,,,,43.6,18%,14.0,31%,,"7,110",,3232.5,3255.0,22.5,3020.5,3043.0,2962.6,836404.7,2517277.2,,9.5,6.78%,151.6,40.52%,2274.3,40.94%,2499,5158,855.1,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5158,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5158,#DIV/0!,
27-W,Raag-95,5,4,08/Aug/2022,Felsic,3,36,30.2,0.84,1.07,"397,552","6,215",0,"205,886 ","170,971 ","383,072 ",7.0,3647,4067,3188,,Yes,No,Yes,Yes,No,No,Yes,,,,Post SRT Temp Survey,46.6,20%,4.4,10%,,"8,220",,3330.0,3371.2,41.2,3116.0,3157.2,3058.7,836423.7,2517270.8,,2.8,2.00%,41.9,11.20%,636.3,11.45%,2524,5196,238.1,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5196,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5196,#DIV/0!,
27-W,Raag-95,5,3,06/Aug/2022,Felsic,4,34,30.1,0.85,1.09,"282,243","6,329",0,"114,186 ",0 ,"120,515 ",3.9,2282,2401,2007,,Yes,No,Yes,Yes,No,No,No,,,,,34.5,15%,2.9,6%,,"3,493",,3399.2,3444.8,45.6,3184.2,3229.8,3126.8,836435.6,2517266.4,,3.7,2.64%,64.0,17.11%,984.3,17.72%,2559,5224,369.3,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5224,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5224,#DIV/0!,
27-W,Raag-95,5,2,05/Aug/2022,Felsic,4,34,30.1,0.79,0.90,"175,356","3,201",0,"128,354 ","44,839 ","176,394 ",6.0,2416,2589,2050,,Yes,No,Yes,Yes,No,No,No,,,,,21.7,9%,1.2,3%,,"8,129",,3518.0,3588.2,70.2,3301.0,3371.2,3243.8,836458.8,2517258.7,,57.3,40.90%,23.4,6.26%,373.3,6.72%,2621,5270,140.9,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5270,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5270,#DIV/0!,
27-W,Raag-95,5,1,04/Aug/2022,Felsic,1,120,15.0,0.80,1.05,"255,120","3,304",0,"170,916 ","81,257 ","255,477 ",7.4,2456,2708,2194,,Yes,No,Yes,Yes,No,No,Yes,,,,Post MF temp survey. Missed to log any of the perforation interval,33.1,14%,5.8,13%,,"7,718",,3668.0,3674.0,6.0,3451.0,3457.0,3391.5,836471.7,2517249.0,,61.1,43.61%,17.4,4.65%,91.5,1.65%,2766,5330,35.7,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5330,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5330,#DIV/0!,
27-W,Raag-100,7,10,02/Nov/2022,Fategarh,3,30,0.0,0.65,0.00,0,0,0,0 ,0 ,0 ,0.0,0,0,0,,No,No,Yes,Yes,No,No,No,,,,,,0%,,0%,,#DIV/0!,,2723.8,2748.0,24.2,2702.2,2726.4,2635.4,838578.0,2516704.0,,0.0,0.00%,3.0,0.60%,9.5,0.26%,3345,5031,5.6,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5031,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5031,#DIV/0!,
27-W,Raag-100,7,9,31/Oct/2022,Felsic,3,35,32.2,0.69,0.76,"356,331","5,932",0,"196,105 ","156,114 ","358,151 ",8.0,3334,3674,3088,,Yes,No,Yes,Yes,No,Yes,Yes,,,,Post Datafrac Temp Survey,56.1,16%,7.2,11%,,"6,384",,2820.0,2869.0,49.0,2798.4,2847.4,2731.6,838578.0,2516704.0,,0.0,0.00%,3.8,0.75%,41.0,1.14%,3379,5069,24.2,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5069,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5069,#DIV/0!,
27-W,Raag-100,7,8,30/Oct/2022,Felsic,3,28,30.1,0.88,1.00,"163,000","3,136",0,"115,461 ","45,985 ","164,582 ",6.0,2252,2408,1909,,Yes,No,Yes,Yes,No,No,No,,,,,20.4,6%,1.6,2%,,"8,068",,2901.0,2945.8,44.8,2879.4,2924.2,2812.6,838578.0,2516704.0,,1.0,0.60%,19.8,3.96%,227.2,6.32%,3418,5102,134.9,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5102,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5102,#DIV/0!,
27-W,Raag-100,7,7,29/Oct/2022,Felsic,4,27,27.2,0.99,0.88,"163,000","3,313",0,"114,758 ","46,732 ","164,803 ",6.0,2056,2213,1762,,Yes,No,Yes,Yes,No,No,No,,,,,14.3,4%,1.6,2%,,"11,525",,3079.2,3127.5,48.3,3057.6,3105.9,2990.8,838578.0,2516704.0,,1.9,1.19%,30.5,6.10%,378.0,10.51%,3488,5173,224.3,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5173,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5173,#DIV/0!,
27-W,Raag-100,7,6,28/Oct/2022,Felsic,2,120,25.4,0.80,0.82,"169,000","6,000",0,"124,000 ","40,000 ","170,000 ",6.0,2400,2500,2022,,Yes,No,Yes,Yes,No,No,No,,,,,22.3,6%,7.6,12%,,"7,623",,3181.0,3196.0,15.0,3159.4,3174.4,3092.6,838578.0,2516704.0,,1.0,0.60%,21.7,4.35%,227.5,6.32%,3544,5214,136.2,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5214,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5214,#DIV/0!,
27-W,Raag-100,7,5,27/Oct/2022,Felsic,5,34,32.2,0.73,0.80,"406,000","6,175",0,"205,771 ","197,666 ","409,612 ",8.0,3796,4185,3328,,Yes,No,Yes,Yes,No,No,No,,,,,53.0,15%,14.0,21%,,"7,729",,3213.5,3268.8,55.3,3191.9,3247.2,3125.1,838578.0,2516704.0,,3.8,2.38%,81.3,16.30%,810.0,22.51%,3568,5227,488.2,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5227,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5227,#DIV/0!,
27-W,Raag-100,7,4,25/Oct/2022,Felsic,2,120,32.1,0.78,0.83,"303,528","3,162",0,"192,113 ","109,955 ","305,230 ",7.0,2960,3250,2607,,Yes,No,No,No,No,Yes,Yes,,,,Post Datafrac Temp Survey,39.6,12%,8.9,14%,,"7,708",,3296.5,3310.0,13.5,3274.9,3288.4,3208.1,838578.0,2516704.0,,4.7,2.97%,77.7,15.57%,803.7,22.34%,3611,5260,487.4,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5260,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5260,#DIV/0!,
27-W,Raag-100,7,3,24/Oct/2022,Felsic,4,36,32.1,0.69,0.78,"360,000","3,125",0,"195,667 ","168,192 ","366,984 ",8.0,3542,3891,3085,,Yes,No,Yes,Yes,No,No,No,,,,,49.2,14%,13.2,20%,,"7,459",,3328.4,3393.0,64.6,3306.8,3371.4,3240.0,838578.0,2516704.0,,14.2,8.88%,70.5,14.14%,610.3,16.96%,3635,5273,372.6,4,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5273,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5273,#DIV/0!,
27-W,Raag-100,7,2,23/Oct/2022,Felsic,5,34,32.1,0.75,0.81,"398,000","3,286",0,"223,191 ","174,058 ","400,535 ",8.0,3823,4204,3321,,Yes,No,Yes,Yes,No,No,No,,,,,62.9,18%,7.7,12%,,"6,368",,3411.3,3486.6,75.3,3389.7,3465.0,3322.9,838578.0,2516704.0,,104.6,65.66%,190.6,38.22%,489.9,13.62%,3702,5306,305.3,5,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5306,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5306,#DIV/0!,
27-W,Raag-100,7,1,22/Oct/2022,Felsic,2,34,30.1,0.70,0.78,"226,556","3,192",0,"176,016 ","48,639 ","227,846 ",6.3,2847,3064,2493,,Yes,No,Yes,Yes,No,No,No,,,,,26.5,8%,3.6,6%,,"8,598",,3509.0,3537.4,28.4,3487.4,3515.8,3420.6,838578.0,2516704.0,,28.3,17.73%,0.0,0.00%,0.6,0.02%,3805,5345,0.4,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5345,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5345,#DIV/0!,
27-W,Raag-98,7,9,03/Nov/2022,Fategarh,4,30,32.0,0.90,0.95,"253,000","3,061",0,"152,066 ","99,903 ","255,030 ",7.0,2563,2843,2237,,Yes,No,Yes,Yes,No,No,No,,,,,34.7,12%,5.8,11%,,"7,350",,2688.0,2753.8,65.8,2642.0,2706.8,2575.2,838549.4,2516436.6,,0.0,0.00%,2.5,0.30%,64.9,1.21%,3376,5007,39.8,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5007,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5007,#DIV/0!,
27-W,Raag-98,7,8,02/Nov/2022,Felsic,2,120,32.0,0.87,0.96,"391,000","6,194",0,"188,936 ","197,570 ","392,700 ",8.0,3130,3561,2918,,Yes,No,Yes,Yes,No,No,No,,,,,54.9,18%,6.3,11%,,"7,153",,2806.0,2825.7,19.7,2758.3,2777.7,2691.5,838550.3,2516416.4,,0.0,0.00%,114.0,13.48%,1290.1,23.99%,3451,5053,805.0,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5053,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5053,#DIV/0!,
27-W,Raag-98,7,7,31/Oct/2022,Felsic,5,28,30.1,0.98,1.05,"208,000","3,140",0,"165,680 ","40,747 ","209,567 ",6.0,2634,2833,2195,,Yes,No,No,No,No,Yes,Yes,,,,Post Datafrac Temp Survey,23.5,8%,3.0,5%,,"8,918",,2854.0,2960.8,106.8,2805.6,2910.8,2738.8,838553.5,2516408.2,,0.0,0.00%,102.1,12.07%,1150.7,21.40%,3488,5072,726.3,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5072,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5072,#DIV/0!,
27-W,Raag-98,7,6,30/Oct/2022,Felsic,5,33,30.1,0.75,0.83,"198,392","3,055",0,"172,272 ","82,450 ","257,777 ",7.0,2678,2923,2337,,Yes,No,Yes,Yes,No,No,No,,,,,31.2,10%,3.0,5%,,"8,262",,3048.5,3167.5,119.0,2997.2,3114.4,2930.4,838557.4,2516375.6,,0.0,0.00%,95.7,11.32%,1009.5,18.77%,3585,5149,645.6,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5149,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5149,#DIV/0!,
27-W,Raag-98,7,5,28/Oct/2022,Felsic,5,36,30.1,0.84,0.94,"198,392","3,451",0,"136,972 ","69,137 ","209,560 ",6.0,2618,2825,2227,,Yes,No,Yes,Yes,No,No,Yes,,,,"High Vol SRT pumped, Post SRT Temp Survey, NRT proppant pumped",23.9,8%,1.7,3%,,"8,768",,3209.5,3335.4,125.9,3155.7,3279.8,3088.9,838555.7,2516347.8,,18.9,2.82%,55.3,6.54%,562.2,10.45%,3703,5212,372.6,3,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5212,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5212,#DIV/0!,
27-W,Raag-98,7,4,26/Oct/2022,Felsic,1,120,22.1,0.71,0.86,"220,000",0,0,"145,175 ","79,170 ","224,345 ",7.0,2208,2421,1974,,Yes,No,Yes,Yes,No,No,No,,,,,27.3,9%,6.3,11%,,"8,218",,3359.0,3365.0,6.0,3303.0,3308.9,3236.2,838555.8,2516322.2,,245.4,36.65%,70.2,8.30%,713.6,13.27%,3815,5271,490.1,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5271,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5271,#DIV/0!,
27-W,Raag-98,7,3,25/Oct/2022,Felsic,1,120,30.1,0.77,0.82,"323,000","3,143",0,"175,171 ","146,891 ","325,205 ",8.0,2873,3163,2543,,Yes,No,Yes,Yes,No,No,No,,,,,48.8,16%,15.7,28%,,"6,664",,3455.0,3461.0,6.0,3398.2,3404.2,3331.4,838556.6,2516310.1,,188.6,28.17%,188.9,22.34%,319.3,5.94%,3870,5309,221.9,1,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5309,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5309,#DIV/0!,
27-W,Raag-98,7,2,23/Oct/2022,Felsic,2,120,25.5,0.75,0.85,"253,000","3,119",0,"146,777 ","104,661 ","254,557 ",7.0,2481,2724,2238,,Yes,No,Yes,Yes,No,No,No,,,,,22.4,8%,7.0,13%,,"11,364",,3493.0,3506.0,13.0,3435.9,3448.7,3369.1,838557.8,2516305.2,,155.5,23.22%,182.9,21.63%,226.1,4.20%,3937,5324,162.9,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5324,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5324,#DIV/0!,
27-W,Raag-98,7,1,22/Oct/2022,Felsic,4,35,30.1,0.74,0.82,"275,000","2,733",0,"186,913 ","87,039 ","276,685 ",7.0,3062,3344,2698,,Yes,No,Yes,Yes,No,No,No,,,,,31.2,10%,6.4,12%,,"8,868",,3526.0,3584.8,58.8,3468.5,3526.4,3401.7,838559.3,2516300.1,,61.2,9.14%,34.0,4.02%,41.8,0.78%,3980,5337,30.8,2,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5337,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5337,#DIV/0!,
27-W,Raag-94,7,9,14/Nov/2022,Fategarh,3,26,32.0,0.83,0.89,"118,595","3,034",0,"96,458 ","19,867 ","119,359 ",5.0,1606,1716,1380,,Yes,No,Yes,Yes,No,No,No,,,,,13.9,4%,2.8,6%,,"8,587",,2716.0,2740.9,24.9,2672.2,2696.7,2605.4,838046.6,2516736.8,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5019,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5019,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5019,#DIV/0!,
27-W,Raag-94,7,8,13/Nov/2022,Felsic,3,26,32.1,0.76,0.88,"310,616","6,088",0,"152,156 ","103,689 ","261,933 ",7.0,2719,2960,2292,,Yes,No,Yes,Yes,No,No,No,,,,,44.3,14%,8.6,19%,,"5,913",,2765.2,2826.8,61.6,2719.4,2781.3,2652.6,838039.1,2516733.1,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5038,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5038,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5038,#DIV/0!,
27-W,Raag-94,7,7,12/Nov/2022,Felsic,5,34,32.0,0.81,0.87,"401,800","6,182",0,"194,180 ","203,268 ","403,630 ",8.0,3542,3940,3106,,Yes,No,Yes,Yes,No,No,No,,,,,50.9,16%,4.2,9%,,"7,930",,2861.0,2918.8,57.8,2815.0,2871.9,2748.2,838024.2,2516725.9,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5076,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5076,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5076,#DIV/0!,
27-W,Raag-94,7,6,10/Nov/2022,Felsic,3,,28.1,0.89,1.06,"161,322","6,100",0,"119,540 ","35,680 ","161,320 ",5.0,2361,2538,2088,,Yes,No,Yes,Yes,No,No,No,,,,,17.1,6%,2.2,5%,,"9,434",,2979.0,3048.8,69.8,2931.2,2999.8,2864.4,838006.1,2516716.9,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5122,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5122,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5122,#DIV/0!,
27-W,Raag-94,7,5,09/Nov/2022,Felsic,3,26,32.1,0.82,0.89,"326,665","6,101",0,"190,380 ","131,255 ","327,736 ",7.0,3642,4001,3197,,Yes,No,Yes,Yes,No,No,No,,,,,45.4,15%,7.8,17%,,"7,219",,3074.0,3155.9,81.9,3024.8,3105.5,2958.0,837991.5,2516710.1,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5160,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5160,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5160,#DIV/0!,
27-W,Raag-94,7,4,08/Nov/2022,Felsic,4,30,32.0,0.81,0.88,"305,281","6,090",0,"195,169 ","105,177 ","306,436 ",7.0,3312,3648,2972,,Yes,No,Yes,Yes,No,No,No,,,,,42.5,14%,7.9,18%,,"7,210",,3194.0,3229.8,35.8,3143.0,3178.3,3076.2,837974.0,2516698.9,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5207,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5207,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5207,#DIV/0!,
27-W,Raag-94,7,3,07/Nov/2022,Felsic,4,34,30.1,0.85,0.88,"221,053","6,126",0,"126,059 ","85,886 ","218,071 ",6.0,2691,2917,2346,,Yes,No,No,No,No,Yes,Yes,,,,Post Datafrac Temp Survey,26.8,9%,2.3,5%,,"8,137",,3253.9,3318.2,64.3,3202.1,3265.4,3135.3,837965.0,2516694.1,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5231,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5231,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5231,#DIV/0!,
27-W,Raag-94,7,2,06/Nov/2022,Felsic,5,34,32.0,0.75,0.79,"290,000","6,093",0,"185,131 ","101,331 ","292,555 ",7.0,3059,3357,2657,,Yes,No,Yes,Yes,No,No,Yes,,,,,39.0,13%,5.7,13%,,"7,501",,3343.0,3421.5,78.5,3289.9,3367.2,3223.1,837950.3,2516695.1,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5266,#DIV/0!,0,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5266,#DIV/0!,,,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,5266,#DIV/0!,
