Well ,mTVDSS,Northing,Easting,ANGLE_FAIL.DEG                  :  Fail Angle,BRIT_IND.                     :  Brittleness Index,BRIT_PR.                     :  Brittleness Index from Poisson's Ratio,BRIT_YM.                     :  Brittleness Index from Young's Modulus,CS   .M/MIN                 :  Compressive Strength,DTCO .US/F                 :  Compressional slowness,DTSM .US/F                 :  Fast Shear Slowness,IP   .RAYL/M2                 :  P Impedence,IS   .RAYL/M2                 :  S Impedance,KBULK.                     :  Bulk Mudulus,LAMBDA.                     :  Lambda,LAMRHO.                     :  ,MU   .CP                   :  Mu,PR   .                     :  Poisson's ratio,PRESS_OB.PSI                  :  Over-burden Pressure,PRESS_SHMAX.PSI                  :  Horizontal Stress (Max),PRESS_SHMIN.PSI                  :  Horizontal Stress (Min),PR_STAT.                     :  Poisson's ratio (Static),PZS  .PSI                  :  Processed Zone Stress,SHMAX_GRAD.                     :  Horizontal Stress Gradient (Max),SHMIN_GRAD.                     :  Horizontal Stress Gradient (Min),STRESS_CUM.PSI                  :  Cumulative stress (SHPZ),UCS_BF.PSI                  :  Uniaxial Compressive Strength (BF),UCS_LAL.PSI                  :  Uniaxial Compressive Strength (lal),VP   .FT/S                 :  Compressional velocity,VPVS .                     :  Vp / Vs ratio,VS   .FT/S                 :  Shear velocity,YM   .                     :  Youngs' Modulus,YM_STAT.                     :  Youngs' Modulus (Static),Difference[PP-PWELL]
106,3036.921562,839228.8118,2516244.793,38.679,59.341,49.518,69.165,1161.111,70.348,122.082,11185.09,6445.227,16.279,16.279,42.024,16.092,0.251,10576.765,10768.951,6733.026,0.226,886.348,2.49,1.557,8438.75,2504.56,4833.774,14215.125,1.735,8191.236,5.841,3.648,50.485937
106,3039.754952,839229.1479,2516244.377,40.577,59.27,39.556,78.983,1242.106,64.55,117.022,12225.997,6743.936,22.599,22.599,58.514,17.566,0.281,10587.777,10767.58,6991.712,0.253,1785.826,2.488,1.615,10755.076,2838.679,5398.19,15491.866,1.813,8545.41,6.529,4.208,71.072973
106,3042.588937,839229.4841,2516243.962,44.656,80.208,32.822,127.594,1433.055,53.189,99.782,16155.364,8611.651,39.967,39.967,112.675,26.306,0.302,10598.792,10769.572,7183.204,0.271,3055.572,2.486,1.658,13677.551,4735.911,6861.038,18800.916,1.876,10021.868,9.931,7.392,70.878105
106,3047.202013,839230.031,2516243.294,38.156,59.091,54.128,64.054,1139.515,72.008,122.744,10485.407,6151.306,13.833,13.833,34.267,15.275,0.238,10616.769,10815.835,6635.441,0.214,1274.09,2.493,1.529,9019.061,2337.171,4688.855,13887.307,1.705,8147.045,5.484,3.367,70.807641
106,3053.593586,839230.7885,2516242.373,41.906,62.587,33.518,91.656,1301.643,60.686,113.421,13682.951,7321.061,29.375,29.375,80.027,19.674,0.299,10641.138,10814.234,7179.19,0.27,2850.164,2.487,1.651,13258.707,3294.325,5834.252,16478.266,1.869,8816.693,7.416,4.973,70.61591
106,3059.98248,839231.5457,2516241.452,42.342,72.365,40.705,104.024,1321.701,59.454,107.2,14167.963,7857.671,27.951,27.951,77.245,22.342,0.278,10666.102,10849.632,6995.491,0.25,3069.323,2.49,1.606,13329.629,3765.51,5985.229,16819.783,1.803,9328.393,8.282,5.764,70.453715
106,3066.367802,839232.3025,2516240.531,40.154,60.281,42.869,77.694,1223.672,65.812,117.493,12014.221,6729.656,20.726,20.726,53.765,17.458,0.271,10690.502,10877.724,6946.069,0.244,2275.923,2.492,1.591,11643.983,2793.865,5266.822,15194.705,1.785,8511.175,6.439,4.133,70.193543
106,3072.750444,839233.0515,2516239.615,42.912,77.41,40.519,114.301,1348.347,57.868,104.431,15007.56,8316.049,30.504,30.504,86.913,24.272,0.278,10715.498,10900.202,7021.413,0.251,2753.748,2.491,1.605,12750.321,4176.934,6188.992,17280.707,1.805,9575.654,9.001,6.454,69.962394
106,3079.130706,839233.7761,2516238.709,43.557,78.791,34.565,123.017,1379.104,56.107,104.285,16254.211,8745.089,37.181,37.181,111.246,25.56,0.296,10740.51,10917.739,7195.921,0.267,2669.813,2.49,1.641,12931.468,4540.038,6428.723,17822.992,1.859,9589.125,9.611,7.063,69.695781
106,3085.507991,839234.5003,2516237.803,44.435,105.769,53.286,158.251,1422.066,53.766,91.941,17317.678,10127.257,31.026,31.026,94.779,33.574,0.24,10765.537,10967.995,6716.376,0.216,2883.649,2.497,1.529,12400.049,6140.383,6771.766,18598.977,1.71,10876.552,12.078,9.749,252.227641
106,3091.882895,839235.2243,2516236.898,41.966,76.601,60.694,92.507,1304.359,60.517,100.767,11648.059,6995.438,16.347,16.347,37.805,21.16,0.218,10789.996,11002.492,6540.061,0.196,2886.592,2.499,1.486,12053.307,3325.931,5854.571,16524.227,1.665,9923.904,7.476,5.026,241.500973
106,3098.255716,839235.948,2516235.993,43.573,77.643,41.689,113.598,1379.887,56.063,100.627,14343.217,7991.214,29.569,29.569,78.009,24.206,0.275,10814.468,11003.714,7029.55,0.247,3019.869,2.494,1.594,13298.837,4148.226,6434.892,17836.949,1.795,9937.72,8.952,6.406,241.202684
106,3104.625559,839236.6541,2516235.083,42.413,80.642,53.622,107.662,1324.974,59.256,101.199,13466.395,7885.068,21.771,21.771,56.995,23.749,0.239,10839.537,11045.061,6729.056,0.215,2960.274,2.499,1.522,12578.659,3909.101,6010.061,16875.957,1.708,9881.491,8.536,6.005,240.930418
106,3110.876341,839237.3409,2516234.189,41.077,77.626,57.92,97.332,1264.233,63.077,106.044,12847.961,7642.153,18.153,18.153,48.265,21.966,0.226,10863.449,11075.092,6630.6,0.204,2307.693,2.501,1.497,11076.585,3507.301,5558.143,15853.69,1.681,9430.003,7.813,5.33,30.27473
106,3117.010441,839238.0149,2516233.312,40.002,65.897,50.219,81.574,1217.102,66.27,114.683,12056.144,6966.709,18.419,18.419,48.281,18.516,0.249,10887.952,11090.848,6830.04,0.224,715.26,2.499,1.539,8290.6,2929.621,5220.419,15089.737,1.73,8719.689,6.71,4.361,29.813477
106,3123.146029,839238.6891,2516232.434,45.558,91.219,36.063,146.374,1478.885,50.869,93.82,17038.199,9237.99,42.067,42.067,119.619,30.012,0.292,10911.298,11095.45,7228.26,0.263,1266.776,2.495,1.625,10190.072,5577.199,7240.135,19658.455,1.844,10658.674,11.246,8.804,47.10073
106,3129.28251,839239.3526,2516231.557,41.502,62.342,40.078,84.605,1283.284,61.844,111.838,12373.193,6842.073,23.688,23.688,59.468,18.647,0.28,10935.234,11126.038,7119.163,0.252,1067.822,2.497,1.598,9573.972,3037.421,5697.863,16169.744,1.808,8941.473,6.922,4.542,45.734785
106,3134.986497,839239.946,2516230.745,44.176,81.919,40.586,123.251,1409.23,54.452,98.235,15097.372,8368.47,32.579,32.579,87.868,25.965,0.278,10957.435,11149.444,7117.237,0.25,724.783,2.498,1.595,8884.039,4549.983,6668.271,18364.865,1.804,10179.641,9.628,7.08,45.164516
106,3138.063072,839240.266,2516230.307,45.505,88.124,35.094,141.154,1476.172,51.002,94.536,16655.644,8985.764,41.594,41.594,115.923,28.972,0.295,10969.709,11154.192,7280.039,0.265,630.115,2.496,1.629,9020.307,5337.313,7217.386,19606.998,1.854,10578.026,10.881,8.401,44.872691
106,3141.623934,839240.6365,2516229.8,43.068,83.582,47.327,119.838,1355.7,57.44,100.583,14866.856,8490.102,27.433,27.433,76.86,25.728,0.258,10983.744,11185.755,6943.536,0.232,1355.122,2.501,1.552,9797.315,4406.096,6245.861,17409.35,1.751,9942.058,9.389,6.839,64.322758
106,3147.864892,839241.2857,2516228.912,45.103,100.103,47.34,152.865,1455.579,52.031,91.106,16781.688,9584.139,34.179,34.179,97.914,32.064,0.258,11007.733,11210.361,6955.177,0.232,1717.788,2.501,1.552,10545.93,5882.006,7045.984,19219.273,1.751,10976.262,11.701,9.315,75.126973
106,3154.107339,839241.9351,2516228.023,40.621,53.667,34.507,72.826,1244.031,64.42,119.772,11846.065,6371.484,23.62,23.62,59.138,16.214,0.296,11032.326,11218.08,7317.261,0.267,1567.823,2.498,1.629,10970.169,2627.247,5412,15523.106,1.859,8349.204,6.098,3.854,75.80082
106,3160.351869,839242.5736,2516227.148,34.706,55.699,61.819,49.579,1004.511,83.638,138.737,9580.824,5775.805,9.537,9.537,25.072,12.689,0.215,11056.349,11279.49,6593.514,0.193,1451.774,2.507,1.465,9290.576,1887.34,3835.231,11956.359,1.659,7207.899,4.471,2.612,75.034223
106,3166.598484,839243.2067,2516226.279,35.261,47.356,44.277,50.435,1025.457,81.681,144.912,10395.996,5859.824,14.143,14.143,39.402,12.325,0.267,11080.382,11281.575,7056.506,0.24,1500.322,2.502,1.565,10313.654,1912.935,3961.803,12242.674,1.774,6900.726,4.53,2.655,74.232207
106,3172.448024,839243.7996,2516225.465,41.102,76.664,55.718,97.611,1265.35,63.004,106.764,13000.719,7671.959,19.09,19.09,51.301,21.903,0.233,11103.837,11320.815,6764.265,0.21,1100.506,2.506,1.498,8929.543,3517.928,5566.286,15872.109,1.695,9366.418,7.833,5.348,73.531785
106,3177.901682,839244.3524,2516224.707,40.457,65.595,51.442,79.749,1236.876,64.905,111.779,11505.355,6680.61,17.597,17.597,43.112,18.217,0.246,11124.953,11337.146,6881.112,0.221,1090.602,2.506,1.521,9143.429,2865.433,5360.742,15407.157,1.722,8946.201,6.582,4.253,72.783492
106,3183.358614,839244.9054,2516223.948,41.514,57.438,36.624,78.251,1283.817,61.81,113.677,11872.376,6455.421,23.928,23.928,57.608,17.309,0.29,11146.077,11338.262,7302.39,0.261,1263.667,2.502,1.611,10332.114,2813.205,5701.795,16178.639,1.839,8796.886,6.478,4.166,25.180121
106,3188.819118,839245.4723,2516223.197,38.766,56.704,50.218,63.191,1164.724,70.075,121.267,10303.523,5953.915,14.887,14.887,35.264,14.965,0.249,11167.796,11379.82,6927.296,0.224,1360.725,2.506,1.526,9776.042,2309.34,4858.248,14270.485,1.73,8246.232,5.423,3.32,23.857586
106,3194.282896,839246.0425,2516222.447,39.458,63.84,55.933,71.747,1193.817,67.927,115.017,10765.483,6357.915,14.609,14.609,35.05,16.849,0.232,11188.934,11409.161,6784.393,0.209,1333.128,2.509,1.492,9435.041,2590.835,5057.712,14721.686,1.693,8694.382,6.022,3.792,22.990371
106,3199.750544,839246.6132,2516221.697,42.207,66.99,43.874,90.105,1315.428,59.836,106.344,12315.529,6929.46,23.013,23.013,55.637,19.861,0.268,11210.08,11414.628,7119.12,0.242,1677.894,2.506,1.563,10794.027,3237.105,5937.796,16712.486,1.777,9403.454,7.307,4.877,19.50443
106,3205.221763,839247.1841,2516220.946,41.71,68.31,47.935,88.684,1292.68,61.248,106.979,12126.419,6942.633,20.786,20.786,50.65,19.781,0.256,11231.822,11442.73,7013.655,0.231,1644.833,2.507,1.537,10516.977,3185.023,5767.445,16327.143,1.747,9347.639,7.208,4.79,18.623449
106,3210.698043,839247.7557,2516220.195,41.916,63.178,40.321,86.036,1302.066,60.66,109.572,12290.797,6804.288,23.903,23.903,58.467,18.928,0.279,11252.984,11453.783,7237.006,0.251,1714.904,2.506,1.583,11103.82,3088.889,5837.411,16485.41,1.806,9126.46,7.022,4.628,17.668074
106,3216.177894,839248.3295,2516219.449,40.83,61.768,45.774,77.762,1253.258,63.802,112.459,11440.504,6490.607,19.471,19.471,46.629,17.592,0.263,11274.741,11484.065,7088.294,0.236,1677.923,2.508,1.548,10732.434,2796.23,5478.492,15673.514,1.763,8892.146,6.443,4.137,16.574984
106,3221.662211,839248.9059,2516218.708,39.424,56.765,47.034,66.496,1192.356,68.033,119.277,10624.059,6059.718,16.628,16.628,39.43,15.485,0.259,11295.921,11507.732,7059.686,0.233,1554.444,2.509,1.539,10428.26,2416.608,5047.592,14698.792,1.753,8383.853,5.655,3.5,15.561773
106,3227.150694,839249.4827,2516217.967,42.194,73.066,49.677,96.454,1314.858,59.87,103.833,12620.886,7277.231,21.529,21.529,53.371,21.362,0.251,11317.697,11533.772,6996.223,0.226,1419.077,2.51,1.523,10030.599,3474.029,5933.489,16702.744,1.734,9630.841,7.752,5.274,14.561727
106,3231.219953,839249.9103,2516217.418,40.663,57.952,42.827,73.077,1245.91,64.293,114.802,11150.881,6244.898,19.703,19.703,46.345,16.58,0.272,11333.595,11540.591,7193.665,0.244,1355.572,2.509,1.564,10298.473,2635.716,5425.512,15553.671,1.786,8710.619,6.115,3.868,13.784902
106,3233.954521,839250.1977,2516217.048,43.658,74.186,40.782,107.591,1383.992,55.834,100.637,13699.272,7600.435,28.746,28.746,72.137,23.019,0.278,11344.195,11548.391,7260.275,0.25,1493.249,2.508,1.577,10707.05,3906.278,6467.276,17910.203,1.802,9936.684,8.531,6,13.247797
106,3238.092836,839250.6326,2516216.489,40.711,64.395,48.508,80.282,1247.982,64.154,111.792,11626.407,6672.098,18.855,18.855,46.14,18.192,0.254,11360.101,11576.006,7041.989,0.229,1764.245,2.511,1.528,10812.467,2884.121,5440.42,15587.396,1.742,8945.208,6.62,4.285,12.410863
106,3243.553935,839251.2079,2516215.752,40.321,59.487,46.221,72.754,1230.926,65.312,114.901,11043.574,6277.388,18.234,18.234,43.149,16.652,0.261,11381.905,11595.317,7113.645,0.235,2337.872,2.511,1.54,12103.035,2624.785,5318.308,15311.169,1.759,8703.175,6.093,3.849,11.343094
106,3249.026048,839251.7861,2516215.014,41.252,60.198,40.808,79.587,1272.019,62.569,112.763,11822.162,6559.813,22.128,22.128,53.701,17.731,0.278,11403.715,11609.914,7279.73,0.25,1933.196,2.51,1.574,11625.853,2859.791,5615.023,15982.355,1.802,8868.196,6.571,4.244,10.242023
106,3254.510066,839252.3654,2516214.273,39.672,55.241,42.875,67.606,1202.931,67.272,120.095,10933.401,6124.431,18.45,18.45,44.522,15.544,0.271,11424.942,11634.906,7225.651,0.244,1871.597,2.511,1.559,11394.498,2453.055,5121.069,14865.003,1.785,8326.748,5.732,3.561,9.065629
106,3259.505036,839252.8932,2516213.599,38.668,62.084,57.117,67.052,1160.658,70.382,118.665,10486.172,6219.507,13.461,13.461,32.595,15.975,0.229,11444.994,11675.56,6833.666,0.206,1360.564,2.516,1.472,9588.459,2434.816,4830.712,14208.199,1.686,8427.099,5.694,3.531,8.022609
106,3263.143586,839253.2776,2516213.108,39.169,53.34,43.18,63.499,1181.581,68.82,122.69,10602.557,5947.229,17.409,17.409,41.675,14.775,0.27,11459.153,11670.663,7228.952,0.243,1434.828,2.512,1.556,10527.56,2319.276,4973.301,14530.744,1.783,8150.644,5.445,3.337,7.216027
107,2804.849699,839470.5404,2516298.13,43.53,76.052,35.966,116.138,1377.796,56.181,103.669,15287.662,8284.764,34.224,34.224,96.438,24.358,0.292,9893.938,10049.432,6784.06,0.263,2919.506,2.468,1.666,12607.132,4252.401,6418.429,17799.709,1.845,9646.103,9.13,6.581,47.425828
107,2814.778023,839471.9936,2516297.035,44.242,91.914,44.976,138.852,1412.509,54.276,95.998,16272.518,9200.247,32.96,32.96,95.506,29.212,0.265,9931.801,10098.81,6591.633,0.239,3032.846,2.472,1.613,12448.957,5233.001,6694.627,18424.486,1.769,10416.939,10.72,8.226,48.867934
107,2824.70605,839473.3586,2516295.925,43.477,79.587,41.071,118.103,1375.272,56.323,101.381,14980.862,8322.673,31.028,31.028,85.892,25.022,0.277,9970.245,10133.94,6696.376,0.249,2873.81,2.472,1.633,12340.371,4333.752,6398.59,17754.83,1.8,9863.762,9.267,6.717,50.079617
107,2834.633481,839474.5798,2516294.79,38.617,49.538,39.985,59.091,1158.545,70.542,127.624,10479.15,5792.167,17.612,17.612,42.714,13.833,0.28,10008.125,10171.848,6733.685,0.252,807.742,2.473,1.637,8282.853,2178.91,4816.44,14175.912,1.809,7835.487,5.136,3.101,51.302871
107,2844.559424,839475.8008,2516293.654,38.435,57.427,51.139,63.714,1151.006,71.118,122.626,10474.321,6074.718,14.692,14.692,35.907,15.099,0.247,10046.011,10223.676,6492.711,0.222,1566.59,2.477,1.573,9318.603,2326.205,4765.674,14061.077,1.724,8154.904,5.46,3.349,52.441125
107,2850.446469,839476.5058,2516292.988,39.416,53.857,38.062,69.652,1192.039,68.056,124.272,11728.269,6422.794,21.021,21.021,55.048,15.753,0.286,10068.401,10231.457,6807.291,0.257,527.527,2.474,1.646,7869.635,2520.745,5045.395,14693.824,1.826,8046.833,5.876,3.675,53.064551
107,2855.460787,839477.0562,2516292.438,36.657,46.912,40.506,53.318,1079.396,76.909,138.803,10487.34,5810.939,16.042,16.042,42.45,12.76,0.278,10087.353,10253.972,6754.987,0.251,2803.253,2.475,1.63,12316.48,2000.101,4297.627,13002.328,1.805,7204.471,4.732,2.801,53.553996
107,2864.579486,839478.0571,2516291.439,36.443,49.413,45.773,53.054,1070.972,77.63,136.834,10183.689,5777.545,14.245,14.245,36.947,12.87,0.263,10122.411,10296.302,6644.593,0.236,2924.326,2.477,1.599,12337.838,1992.063,4244.242,12881.567,1.763,7308.141,4.714,2.788,54.472531
107,2874.62598,839479.1599,2516290.338,40.353,58.967,37.404,80.531,1232.312,65.217,119.475,12758.736,6964.48,24.095,24.095,65.777,17.767,0.288,10160.949,10325.743,6865.073,0.259,2944.534,2.476,1.646,12819.213,2892.851,5328.179,15333.497,1.832,8369.939,6.637,4.299,55.387168
107,2884.651638,839480.2935,2516289.242,40.024,53.104,36,70.208,1218.029,66.205,122.146,11668.054,6324.307,22.155,22.155,56.15,15.781,0.292,10198.947,10363.073,6916.424,0.263,3048.757,2.477,1.653,13130.363,2539.288,5226.949,15104.508,1.845,8186.931,5.915,3.706,56.147105
107,2894.657055,839481.4402,2516288.149,40.367,65.93,48.045,83.816,1232.91,65.176,113.788,12286.057,7037.217,19.756,19.756,51.902,18.85,0.256,10236.972,10416.851,6639.403,0.23,2292.551,2.481,1.581,11063.907,3009.195,5332.443,15343.143,1.746,8788.258,6.867,4.495,56.83532
107,2904.641934,839482.5846,2516287.059,35.762,55.069,57.1,53.039,1044.574,79.947,134.8,9860.02,5847.774,11.146,11.146,28.827,13.223,0.229,10275.591,10467.109,6445.221,0.206,2654.1,2.485,1.53,11398.642,1991.596,4079.196,12508.224,1.686,7418.37,4.713,2.787,57.522859
107,2914.606274,839483.8334,2516285.938,39.685,70.085,56.803,83.366,1203.493,67.232,113.482,12043.889,7135.377,16.272,16.272,43.228,19.165,0.23,10313.651,10505.959,6467.492,0.207,2763.125,2.486,1.53,11661.233,2993.158,5124.989,14873.869,1.688,8811.994,6.836,4.468,58.058187
107,2924.550374,839485.0908,2516284.815,43.212,65.98,35.385,96.575,1362.542,57.046,105.58,13255.733,7162.258,29.472,29.472,73.119,20.677,0.294,10351.738,10519.226,7001.993,0.264,2967.974,2.48,1.651,13139.934,3478.61,6299.03,17529.621,1.851,9471.5,7.76,5.282,58.520816
107,2934.473638,839486.3455,2516283.695,40.084,68.055,53.146,82.964,1220.627,66.024,112.962,11995.041,7010.888,17.541,17.541,45.576,18.917,0.241,10389.849,10580.426,6578.303,0.217,2285.258,2.486,1.546,10927.124,2978.852,5245.284,15145.984,1.711,8852.559,6.808,4.444,58.909746
107,2944.376364,839487.7247,2516282.592,44.569,86.076,40.511,131.642,1428.707,53.416,96.401,15722.109,8711.693,34.623,34.623,95.397,27.544,0.278,10427.987,10604.123,6905.265,0.251,2904.221,2.484,1.617,12818.973,4912.145,6825.639,18720.842,1.805,10373.305,10.215,7.688,59.224977
107,2950.649767,839488.6004,2516281.894,43.359,73.043,36.222,109.864,1369.58,56.645,104.389,14642.962,7945.739,32.392,32.392,88.147,23.2,0.291,10452.272,10623.634,7025.065,0.262,2391.418,2.483,1.642,12032.966,3997.109,6353.972,17653.902,1.843,9579.572,8.691,6.152,59.395227
107,2953.303075,839488.9708,2516281.599,46.002,94.966,36.388,153.543,1501.992,49.751,91.607,17363.088,9429.701,43.626,43.626,123.638,31.375,0.291,10462.685,10634.343,7029.528,0.262,2759.01,2.483,1.642,12777.075,5914.259,7435.41,20100.18,1.841,10916.185,11.748,9.369,276.692363
107,2955.957871,839489.3414,2516281.303,46.298,100.005,37.503,162.507,1517.647,49.012,89.745,17865.256,9756.714,44.828,44.828,128.78,33.137,0.287,10472.522,10645.883,7005.29,0.259,2884.78,2.484,1.635,12980.141,6348.06,7569.298,20403.041,1.831,11142.67,12.376,10.097,279.495508
107,2958.613858,839489.7122,2516281.007,46.15,96.282,35.338,157.226,1509.797,49.381,91.415,17758.699,9592.954,45.644,45.644,131.322,31.985,0.294,10482.938,10653.748,7066.713,0.265,3077.78,2.484,1.647,13488.986,6090.82,7502.008,20250.828,1.851,10939.159,12.006,9.665,279.610234
107,2961.27044,839490.083,2516280.712,45.992,96.569,36.039,157.099,1501.471,49.776,91.815,17788.287,9643.541,44.899,44.899,130.427,32.014,0.292,10493.356,10665.401,7052.458,0.263,2708.327,2.484,1.643,12721.57,6084.705,7430.983,20090.164,1.845,10891.454,11.997,9.655,279.717496
107,2963.927319,839490.457,2516280.419,46.458,97.688,33.888,161.489,1526.15,48.617,90.687,18131.555,9720.39,48.332,48.332,139.781,32.67,0.298,10503.776,10673.192,7115.46,0.269,2713.727,2.484,1.656,12858.375,6298.09,7642.561,20568.768,1.865,11026.987,12.304,10.013,279.818758
107,2966.58539,839490.8387,2516280.136,45.946,90.242,33.547,146.938,1499.068,49.89,93.23,17114.606,9158.571,44.675,44.675,125.151,29.942,0.299,10513.619,10682.925,7127.507,0.269,2670.347,2.484,1.657,12795.707,5603.387,7410.546,20043.935,1.869,10726.149,11.286,8.848,74.596973
107,2969.244948,839491.2206,2516279.852,44.392,81.4,35.542,127.259,1419.905,53.881,99.641,15965.498,8633.355,37.497,37.497,105.828,26.409,0.293,10524.043,10696.445,7075.988,0.264,2802.534,2.485,1.644,12957.044,4721.469,6754.278,18559.418,1.849,10036.02,9.908,7.368,74.750687
107,2971.905102,839491.6025,2516279.568,43.052,80.272,44.204,116.34,1354.964,57.483,102.014,14773.119,8324.363,28.59,28.59,79.655,24.872,0.267,10534.468,10718.535,6853.109,0.241,2603.344,2.488,1.591,12112.907,4260.718,6240.158,17396.447,1.775,9802.557,9.144,6.595,74.768008
107,2974.565852,839491.9846,2516279.284,41.27,61.665,41.173,82.157,1272.827,62.517,112.477,12104.806,6728.054,22.552,22.552,55.993,18.232,0.276,10544.316,10724.941,6931.811,0.249,1895.653,2.487,1.608,10854.93,2950.213,5620.945,15995.751,1.799,8890.707,6.751,4.396,74.711352
107,2976.316666,839492.236,2516279.097,44.344,81.756,36.358,127.154,1417.526,54.008,99.46,15888.654,8627.646,36.791,36.791,103.577,26.44,0.291,10551.268,10725.543,7065.755,0.262,2998.216,2.486,1.638,13327.943,4716.957,6735.06,18515.947,1.842,10054.283,9.901,7.36,74.726641
107,2977.659988,839492.4289,2516278.953,43.276,72.878,36.588,109.168,1365.638,56.869,104.609,14577.009,7924.599,31.948,31.948,86.891,23.09,0.29,10556.482,10731.301,7060.119,0.261,3079.288,2.486,1.636,13478.814,3969.212,6323.163,17584.211,1.839,9559.425,8.642,6.106,74.721965
107,2979.934677,839492.7555,2516278.71,42.198,79.436,51.048,107.824,1315.02,59.861,103.251,13808.811,8005.749,23.046,23.046,62.499,23.633,0.247,10565.174,10758.711,6694.438,0.222,3073.808,2.491,1.55,12736.492,3915.547,5934.71,16705.506,1.725,9685.127,8.548,6.015,74.693066
107,2982.635313,839493.1433,2516278.422,39.323,60.649,47.479,73.819,1188.074,68.344,119.6,11609.239,6633.957,17.962,17.962,46.756,16.907,0.258,10575.606,10765.219,6783.354,0.232,1166.71,2.49,1.569,9100.128,2660.895,5018.003,14631.862,1.75,8361.197,6.167,3.91,74.666879
107,2985.337734,839493.5313,2516278.133,41.046,68.826,47.202,90.45,1262.857,63.167,110.669,12776.372,7292.46,21.48,21.48,56.876,20.085,0.258,10586.039,10775.565,6795.532,0.233,2568.703,2.49,1.57,11928.471,3249.786,5548.124,15831.026,1.752,9035.986,7.332,4.898,74.633715
107,2988.041048,839493.9195,2516277.845,42.579,59.269,27.65,90.887,1332.692,58.793,113.593,13875.669,7181.675,33.395,33.395,89.381,19.27,0.317,10596.474,10760.034,7325.257,0.285,1963.159,2.484,1.691,11776.832,3265.911,6068.839,17008.914,1.932,8803.359,7.362,4.925,153.083297
107,2990.745552,839494.3078,2516277.556,39.01,69.679,61.965,77.392,1174.917,69.312,114.918,11390.697,6870.223,13.646,13.646,35.348,18.222,0.214,10606.91,10814.728,6450.537,0.193,2648.082,2.495,1.488,11397.239,2783.438,4927.648,14427.475,1.658,8701.834,6.418,4.116,153.338891
107,2993.451545,839494.699,2516277.276,39.332,59.435,47.793,71.078,1188.459,68.316,119.395,11222.535,6421.364,17.285,17.285,43.477,16.393,0.257,10617.349,10808.658,6791.161,0.231,1956.471,2.491,1.565,10695.263,2568.382,5020.655,14637.859,1.748,8375.56,5.976,3.755,153.215926
107,2996.158431,839495.0926,2516277.004,44.232,78.865,38.417,119.313,1412.023,54.302,98.985,14855.307,8149.393,33.196,33.196,87.855,25.094,0.285,10627.791,10807.074,7042.127,0.256,3014.327,2.489,1.622,13312.908,4384.145,6690.712,18415.629,1.823,10102.53,9.352,6.802,153.182176
107,2998.866508,839495.4864,2516276.732,38.7,59.183,49.075,69.291,1161.957,70.284,122.189,11220.097,6453.815,16.46,16.46,42.587,16.099,0.253,10638.235,10831.802,6766.9,0.227,1966.122,2.492,1.557,10666.043,2508.752,4839.506,14228.091,1.738,8184.016,5.85,3.655,152.497894
107,3001.575775,839495.8803,2516276.46,42.468,78.636,48.556,108.716,1327.553,59.101,102.965,13927.103,7993.949,24.499,24.499,66.158,23.664,0.254,10648.684,10841.773,6786.886,0.229,2853.579,2.492,1.56,12480.931,3951.112,6029.666,16920.303,1.742,9712.001,8.61,6.075,152.45168
107,3004.286531,839496.2745,2516276.187,38.816,62.465,52.406,72.523,1166.806,69.918,119.963,11382.853,6634.243,15.91,15.91,41.543,16.856,0.243,10659.133,10857.454,6692.717,0.219,2755.752,2.494,1.537,12096.939,2617.006,4872.387,14302.469,1.716,8335.876,6.077,3.837,152.727566
107,3006.997881,839496.6687,2516275.915,43.01,71.04,37.981,104.1,1352.973,57.599,105.219,14008.359,7668.392,29.702,29.702,78.626,22.214,0.286,10669.587,10849.569,7069.936,0.257,2961.785,2.49,1.622,13263.443,3768.48,6224.736,17361.565,1.827,9503.987,8.287,5.769,151.2455
107,3009.710423,839497.0631,2516275.642,38.727,57.356,46.189,68.523,1163.088,70.198,123.514,11295.144,6419.501,17.36,17.36,45.16,15.842,0.261,10680.623,10871.874,6855.608,0.235,2888.483,2.492,1.572,12688.182,2483.314,4847.158,14245.4,1.76,8096.255,5.797,3.612,151.240379
107,3012.424155,839497.4577,2516275.37,40.907,61.091,40.107,82.076,1256.655,63.576,114.956,12392.054,6853.419,23.067,23.067,59.624,18.172,0.28,10691.083,10874.648,7019.768,0.252,2183.277,2.491,1.608,11606.091,2947.361,5503.079,15729.132,1.808,8698.987,6.745,4.391,151.164769
107,3015.139077,839497.8525,2516275.097,43.866,78.001,36.48,119.522,1394.092,55.275,101.732,15369.612,8350.928,34.711,34.711,96.749,25.02,0.291,10701.545,10880.335,7125.744,0.262,3077.571,2.49,1.631,13606.63,4392.896,6547.318,18091.264,1.841,9829.71,9.367,6.816,91.754547
107,3017.854893,839498.2474,2516274.824,44.451,87.853,40.297,135.408,1422.843,53.725,97.056,16245.678,8992.75,35.684,35.684,102.183,28.241,0.279,10712.009,10896.212,7027.954,0.251,2012.882,2.491,1.607,11281.672,5078.63,6778.056,18613.205,1.806,10303.288,10.479,7.967,94.926703
107,3020.571899,839498.6447,2516274.555,43.598,73.824,31.622,116.026,1381.061,55.998,105.743,15784.662,8358.982,37.728,37.728,109.41,24.094,0.305,10722.477,10895.061,7270.777,0.275,2579.643,2.489,1.661,12900.841,4247.786,6444.144,17857.875,1.888,9456.882,9.122,6.573,92.897035
